Codigo,Nombre,market samaria Vendido,market playa dormida Vendido,market two towers Vendido,principal Vendido,donaciones Vendido,market samaria Inventario,market playa dormida Inventario,market two towers Inventario,principal Inventario,donaciones Inventario,Total vendido,Total inventario,Total en lista,Descuentos,Total Neto,Devoluciones,Total ajustado,Costo,Comision,Ganancia,%,Categoria,SubCategoria,Marca,Unnamed: 26
2445,TE HINDU ORIGINAL,4,5,0,0,0,5 inv,0 inv,1 inv,0 inv,0 inv,9,6,"$60,504",0,60504,0,60504,47820,0,12684,21.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3531,CAFE SELLO ROJO X 425G,4,5,0,0,0,9 inv,3 inv,0 inv,0 inv,0 inv,9,12,"$180,000",0,180000,0,180000,117819,0,62181,34.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
668,CLUB SOCIAL ORIGINAL 26G,9,0,0,0,0,-11 inv,0 inv,0 inv,0 inv,0 inv,9,-11,"$7,563",0,7563,0,7563,5197,0,2366,31.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4163,SALSA SOYA SAN JORGE,2,7,0,0,0,9 inv,-3 inv,0 inv,0 inv,0 inv,9,6,"$35,100",0,35100,0,35100,11906,0,23194,66.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4849,ACT CARAMELO X 161G,9,0,0,0,0,1 inv,0 inv,0 inv,0 inv,0 inv,9,1,"$90,756",3025,87731,0,87731,69471,0,18260,20.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4775,POP CHIPS QUESO MOZARELLA,0,9,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,9,0,"$22,689",0,22689,0,22689,17010,0,5679,25.0%,4. Tortas Y Ponques,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
897,Algodon Zigzag 25g,2,6,1,0,0,-1 inv,3 inv,0 inv,0 inv,0 inv,9,2,"$27,000",900,26100,0,26100,17126,0,8974,34.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2785,CARTAS PARA POKER,6,3,0,0,0,1 inv,10 inv,0 inv,0 inv,0 inv,9,11,"$63,000",0,63000,0,63000,40029,0,22971,36.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3957,CARNE MOLIDA DE RES COLORIN X 500G,4,5,0,0,0,0 inv,1 inv,0 inv,0 inv,0 inv,9,1,"$153,000",5100,147900,0,147900,103851,0,44049,29.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
178,VASO MEDIO LITRO DE HELADO JUMBO TRADICIONAL 300 GR,6,3,0,0,0,2 inv,1 inv,0 inv,0 inv,0 inv,9,3,"$133,109",0,133109,0,133109,99315,0,33794,25.4%,sin categoria,,HELADOS,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4655,CEPILLO NIÑOS 2 AÑOS COLGATE,9,0,0,0,0,25 inv,9 inv,0 inv,0 inv,0 inv,9,34,"$19,664",0,19664,0,19664,17055,0,2609,13.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4148,Mezcla Andina Sal Rosada X100g,7,2,0,0,0,1 inv,5 inv,0 inv,0 inv,0 inv,9,6,"$71,849",5588,66260,0,66260,53541,0,12719,19.2%,Snacks,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
684,HALLS MENTHO LYPTUS 25.2G,8,1,0,0,0,55 inv,11 inv,5 inv,0 inv,0 inv,9,71,"$15,126",0,15126,0,15126,10042,0,5084,33.6%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1781,GALLETA OREO X12 GALLETAS,9,0,0,0,0,5 inv,-2 inv,0 inv,0 inv,0 inv,9,3,"$35,546",395,35151,0,35151,17911,0,17241,49.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
151,PAPAS MONTEROJO BBQ DULCE 25G,5,4,0,0,0,0 inv,0 inv,-1 inv,0 inv,0 inv,9,-1,"$26,471",294,26177,0,26177,17874,0,8303,31.7%,sin categoria,,MONTE ROJO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
72,SCHWPPES SODA 400 ML,0,0,9,0,0,-2 inv,-1 inv,7 inv,0 inv,0 inv,9,4,"$26,471",0,26471,0,26471,16843,0,9627,36.4%,sin categoria,,COCA COLA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3834,SALSA DE AJO SAN JORGE DOYPACK X100G,5,2,2,0,0,8 inv,6 inv,2 inv,0 inv,2 inv,9,18,"$37,815",0,37815,4202,33613,23892,0,9722,28.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1129,PULPIFRUTA LULO,7,2,0,0,0,0 inv,-1 inv,0 inv,1 inv,1 inv,9,1,"$37,815",0,37815,0,37815,23544,0,14271,37.7%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4568,Cafe Divino Mistico Natural X250g,8,1,0,0,0,4 inv,0 inv,1 inv,0 inv,0 inv,9,5,"$297,000",13200,283800,0,283800,235104,0,48696,17.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
928,DESODORANTE BALANCE HOMBRE 32GR,8,0,1,0,0,1 inv,14 inv,1 inv,0 inv,0 inv,9,16,"$31,765",0,31765,0,31765,25560,0,6205,19.5%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2624,AJI-NO-MEN SABOR GALLINA,6,3,0,0,0,6 inv,0 inv,0 inv,0 inv,0 inv,9,6,"$23,445",0,23445,0,23445,18268,0,5177,22.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4235,JABON DOVE AVENA,3,6,0,0,0,-15 inv,2 inv,1 inv,0 inv,0 inv,9,-12,"$34,034",1513,32521,0,32521,25494,0,7027,21.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4462,BOCATTO  CHOCOCRUSH,0,9,0,0,0,3 inv,0 inv,0 inv,0 inv,0 inv,9,3,"$45,378",504,44874,0,44874,30166,0,14708,32.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2288,Salchicha Frankfurt Zenu X360 Gr,5,3,1,0,0,6 inv,1 inv,1 inv,0 inv,0 inv,9,8,"$90,756",0,90756,0,90756,68623,0,22133,24.4%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4757,Chicharron Sal Marina Monterrojo 90gr,3,6,0,0,0,0 inv,5 inv,0 inv,0 inv,0 inv,9,5,"$124,286",0,124286,0,124286,93699,0,30587,24.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2395,STAY OFF REP SPRAY120ML,9,0,0,0,0,-1 inv,0 inv,1 inv,0 inv,0 inv,9,0,"$180,000",0,180000,0,180000,156969,0,23031,12.8%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1950,LECHE KLIM CLASICA 120GR,7,2,0,0,0,6 inv,2 inv,3 inv,0 inv,0 inv,9,11,"$61,200",0,61200,0,61200,54537,0,6663,10.9%,sin categoria,,TIENDAS SAMARIA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
30,Ramo Ponque Chocolate X230g,3,5,1,0,0,0 inv,0 inv,1 inv,0 inv,0 inv,9,1,"$75,630",840,74790,0,74790,52164,0,22626,30.3%,4. Tortas Y Ponques,,RAMO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1461,Jugo Hit De Frutas Tropicales X 500ml,2,0,7,0,0,70 inv,13 inv,6 inv,0 inv,6 inv,9,95,"$24,202",1076,23126,0,23126,14975,0,8151,35.2%,3. Aguas Y Bebidas Sin Alcohol,,POSTOBON,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1514,MAÍZ DULCE ENLATADO SELECTO CHEFF 425G,5,4,0,0,0,11 inv,5 inv,7 inv,0 inv,0 inv,9,23,"$77,899",0,77899,0,77899,47627,0,30272,38.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1411,SUBMARINO AREQUIPE BIMBO 33 GR,0,3,6,0,0,2 inv,2 inv,0 inv,0 inv,0 inv,9,4,"$14,370",319,14050,0,14050,8801,0,5249,37.4%,sin categoria,,BIMBO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2522,VINO FINCA LAS MORAS SAUVIGNON BLANC X750ML,5,3,1,0,0,5 inv,8 inv,2 inv,0 inv,0 inv,9,15,"$522,857",0,522857,0,522857,266931,0,255926,48.9%,sin categoria,,DISLICORES,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1093,Vino Tinto Rosaleda Merlot X 750 Ml,4,5,0,0,0,6 inv,4 inv,6 inv,0 inv,0 inv,9,16,"$240,000",0,240000,0,240000,115668,0,124332,51.8%,sin categoria,,DISLICORES,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
235,VINAGRE COLMAS 500ML,0,7,2,0,0,4 inv,4 inv,3 inv,0 inv,0 inv,9,11,"$26,471",0,26471,0,26471,17160,0,9311,35.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3848,SALSA CON MOSTAZA FRUCO X 80G,0,9,0,0,0,2 inv,3 inv,0 inv,0 inv,0 inv,9,5,"$18,908",0,18908,0,18908,15537,0,3371,17.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
283,MAIZ PIRA SANARIO 250,9,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,9,0,"$18,000",0,18000,0,18000,8289,0,9711,54.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1079,TOALLITAS WINNY 24 TOALLITAS,9,0,0,0,0,72 inv,11 inv,7 inv,0 inv,0 inv,9,90,"$37,815",0,37815,0,37815,19744,0,18071,47.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3829,JUAN VALDEZ CUMBRE X 250G,6,1,2,0,0,1 inv,0 inv,-1 inv,0 inv,0 inv,9,0,"$240,000",0,240000,0,240000,170725,0,69275,28.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3775,JABON INTIMO NOSOTRAS SENSITIVE,6,3,0,0,0,0 inv,7 inv,0 inv,0 inv,0 inv,9,7,"$18,908",0,18908,0,18908,7847,0,11061,58.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4870,JUMBO ALMENDRAS 170G,9,0,0,0,0,0 inv,2 inv,0 inv,0 inv,0 inv,9,2,"$105,882",0,105882,0,105882,83724,0,22158,20.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3796,MEZCLA ANDINA BBQ DULCE MONTEROJO 100G,3,5,0,0,0,2 inv,4 inv,0 inv,0 inv,0 inv,8,6,"$61,765",2395,59370,0,59370,47592,0,11778,19.8%,Snacks,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4272,Leche Pal Pelo,5,3,0,0,0,5 inv,-1 inv,0 inv,0 inv,0 inv,8,4,"$36,000",0,36000,0,36000,24000,0,12000,33.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1694,ALKAZERSE,2,0,6,0,0,68 inv,39 inv,8 inv,0 inv,0 inv,8,115,"$12,000",0,12000,0,12000,7757,0,4243,35.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1270,MERMELADA DE FRUTOS ROJOS SAN JORGE X 200 G,5,2,1,0,0,9 inv,2 inv,2 inv,1 inv,1 inv,8,15,"$40,336",0,40336,0,40336,26490,0,13846,34.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2163,PAÑAL ETAPA 3 XUNIDAD,8,0,0,0,0,-40 inv,0 inv,0 inv,0 inv,0 inv,8,-40,"$16,000",0,16000,0,16000,8,0,15992,100.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1231,MACARRONES CON QUESO DORIA 210,4,4,0,0,0,3 inv,2 inv,0 inv,0 inv,0 inv,8,5,"$41,905",0,41905,0,41905,25520,0,16385,39.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3774,PAÑUELOS CUIDADO GRIPAL X10PANUELOS,4,4,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,8,0,"$16,807",0,16807,0,16807,8780,0,8026,47.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4364,BRETAÑA PIÑA COLADA,0,5,3,0,0,4 inv,0 inv,0 inv,0 inv,0 inv,8,4,"$53,333",0,53333,0,53333,31243,0,22090,41.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3577,DONKAN CARNE Y CEREAL 500GR,2,6,0,0,0,7 inv,4 inv,0 inv,0 inv,0 inv,8,11,"$47,059",0,47059,0,47059,21776,0,25283,53.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4275,Mexsana Antibacterial,6,2,0,0,0,-2 inv,0 inv,0 inv,0 inv,0 inv,8,-2,"$73,950",0,73950,0,73950,44060,0,29889,40.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3737,YOGURT ORIGINAL MELOCOTON 1 LITRO,6,2,0,0,0,-2 inv,0 inv,0 inv,0 inv,0 inv,8,-2,"$110,924",0,110924,0,110924,78144,0,32780,29.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4969,PAPA PASTUSA,8,0,0,0,0,1 inv,0 inv,0 inv,0 inv,0 inv,8,1,"$4,800",1440,3360,0,3360,4622,0,-1262,-37.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1131,PULPIFRUTA PIÑA,6,2,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,8,0,"$33,613",0,33613,0,33613,20922,0,12692,37.8%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3683,VELITAS,7,1,0,0,0,19 inv,5 inv,0 inv,0 inv,0 inv,8,24,"$43,697",0,43697,0,43697,9182,0,34515,79.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4197,Uau Snacks Rosquitas Con Queso Con Parmesano Y Amaranto,4,4,0,0,0,8 inv,3 inv,0 inv,0 inv,0 inv,8,11,"$22,521",1143,21378,0,21378,14619,0,6759,31.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
216,PLATANO VERDE MONTEROJO LIMA LIMON 100G,8,0,0,0,0,5 inv,0 inv,0 inv,0 inv,0 inv,8,5,"$63,866",0,63866,0,63866,47592,0,16274,25.5%,sin categoria,,MONTE ROJO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
233,PAÑO ABSORBENTE TASK,8,0,0,0,0,1 inv,0 inv,0 inv,0 inv,0 inv,8,1,"$56,000",0,56000,0,56000,36664,0,19336,34.5%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2225,PLATANO MADURO XUND,8,0,0,0,0,-8 inv,0 inv,0 inv,0 inv,0 inv,8,-8,"$16,000",0,16000,0,16000,8800,0,7200,45.0%,sin categoria,,FRUVER,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3698,TORTILLA TRADICIONALES HAZ DE ORO X 6,4,4,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,8,0,"$40,336",0,40336,0,40336,18491,0,21846,54.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4933,Cafe Tostao Premiun Supremo X200g,8,0,0,0,0,11 inv,0 inv,0 inv,0 inv,0 inv,8,11,"$140,952",0,140952,0,140952,97524,0,43429,30.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2600,Gaseoasa Postobon Acqua Frutos Rojos X1.5l,0,8,0,0,0,-4 inv,3 inv,15 inv,-3 inv,8 inv,8,19,"$26,891",1345,25546,0,25546,18638,0,6908,27.0%,3. Aguas Y Bebidas Sin Alcohol,,POSTOBON,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4294,Pond's Rejuveness Piel Mas Firmes Y Jovenes,6,2,0,0,0,2 inv,7 inv,0 inv,0 inv,0 inv,8,9,"$16,807",0,16807,0,16807,9808,0,6999,41.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4893,EGO CERA PARA PEINAR X 15 ML,8,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,8,0,"$16,807",0,16807,0,16807,5005,0,11802,70.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1715,SHAMPOO JOHNSONS MANZANILLA 100ML,6,2,0,0,0,3 inv,-1 inv,2 inv,0 inv,0 inv,8,4,"$90,756",0,90756,0,90756,64217,0,26539,29.2%,sin categoria,,DISAM,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
470,Coca Cola 2.5 Litros,8,0,0,0,0,3 inv,8 inv,16 inv,0 inv,0 inv,8,27,"$60,504",0,60504,0,60504,40776,0,19728,32.6%,3. Aguas Y Bebidas Sin Alcohol,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1625,CHOCOLISTO 200GR,8,0,0,0,0,7 inv,3 inv,5 inv,0 inv,0 inv,8,15,"$53,782",0,53782,0,53782,47335,0,6446,12.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4747,NUGGETS DE POLLO CO MIEL,5,3,0,0,0,-3 inv,-4 inv,0 inv,0 inv,0 inv,8,-7,"$76,000",0,76000,0,76000,47592,0,28408,37.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2976,Arveja Con Zanahoria Zenu X580g,3,5,0,0,0,6 inv,0 inv,5 inv,0 inv,0 inv,8,11,"$70,588",0,70588,0,70588,43600,0,26988,38.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1637,VODKA SMIRNOFF ICE ORIGINAL BOTELLA X 275ML,0,8,0,0,0,-2 inv,3 inv,0 inv,0 inv,0 inv,8,1,"$72,381",0,72381,0,72381,21270,0,51111,70.6%,sin categoria,,MEICO,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4342,Queso Parmesano Rallado Colonta,0,8,0,0,0,9 inv,2 inv,1 inv,0 inv,0 inv,8,12,"$84,706",3176,81529,0,81529,60504,0,21025,25.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2121,NUTRIBELA 15 TERMOPROTECCION,0,8,0,0,0,0 inv,-1 inv,0 inv,0 inv,0 inv,8,-1,"$20,168",0,20168,0,20168,8098,0,12070,59.8%,sin categoria,,DISAM,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1740,ESPIRAL DE ACERO LIMPIA YA,4,3,1,0,0,13 inv,0 inv,4 inv,0 inv,0 inv,8,17,"$13,445",0,13445,0,13445,9668,0,3777,28.1%,sin categoria,,DISTRINACIONAL SAS,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
396,PIMIENTA DE OLOR EL REY 15G,3,5,0,0,0,6 inv,3 inv,2 inv,0 inv,0 inv,8,11,"$16,807",0,16807,0,16807,7786,0,9021,53.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1235,Salsa Napoletana Montecello 400g,2,5,1,0,0,9 inv,2 inv,1 inv,0 inv,0 inv,8,12,"$118,992",0,118992,0,118992,93695,0,25296,21.3%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4766,BOLSA DE BASURA TASK COLOBLANCO 50X70,0,7,1,0,0,5 inv,3 inv,-1 inv,0 inv,0 inv,8,7,"$43,697",1639,42059,0,42059,19645,0,22414,53.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4616,Protector Banana Boat Kids Sport Fps50 60ml,6,1,1,0,0,10 inv,5 inv,7 inv,0 inv,0 inv,8,22,"$134,454",0,134454,0,134454,101136,0,33318,24.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3,Salsa Premium Bucatti Bolognesa 240gr,6,2,0,0,0,15 inv,2 inv,0 inv,0 inv,0 inv,8,17,"$90,084",0,90084,0,90084,64360,0,25724,28.6%,sin categoria,,HARINERA DEL VALLE,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4825,Pan Integral Extra Largo Comapan X520g,8,0,0,0,0,-7 inv,0 inv,0 inv,0 inv,0 inv,8,-7,"$72,000",0,72000,0,72000,46808,0,25192,35.0%,Panadería,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4953,Lubriderm Humectacion Diaria X200ml,4,4,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,8,0,"$174,790",0,174790,0,174790,134196,0,40594,23.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1939,Lapicero Negro,0,8,0,0,0,17 inv,26 inv,0 inv,0 inv,0 inv,8,43,"$13,445",0,13445,0,13445,4699,0,8746,65.1%,sin categoria,,ETERNA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2277,VINO ROSALEDA CABERNET SAUVIGNON X750ML,6,2,0,0,0,2 inv,2 inv,0 inv,0 inv,0 inv,8,4,"$213,333",0,213333,0,213333,102292,0,111041,52.1%,sin categoria,,DISLICORES,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
941,ALPINITO MORA ALPINA,8,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,8,0,"$12,101",151,11950,0,11950,9316,0,2634,22.0%,sin categoria,,ALPINA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4922,GANSITO HOHOHO AREQUIPE Y FRUTOS ROJOS X37G,6,2,0,0,0,0 inv,2 inv,0 inv,0 inv,0 inv,8,2,"$20,168",0,20168,0,20168,10080,0,10088,50.0%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1743,ESPONJA ORO PLATA LIMPIA YA,0,7,0,0,0,-2 inv,8 inv,3 inv,0 inv,0 inv,7,9,"$10,588",605,9983,0,9983,7954,0,2029,20.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
3466,PONY MALTA LATA 330,0,0,7,0,0,45 inv,16 inv,1 inv,0 inv,0 inv,7,62,"$17,647",252,17395,0,17395,11414,0,5981,34.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4966,ADVIL FEN X10 UND,7,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,7,0,"$18,900",0,18900,0,18900,12369,0,6531,34.6%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1717,OREGANO EL REY,6,0,1,0,0,4 inv,4 inv,1 inv,0 inv,0 inv,7,9,"$17,647",0,17647,0,17647,6482,0,11165,63.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
2754,Burbujet Cookies And Cream 50gr,7,0,0,0,0,12 inv,0 inv,0 inv,0 inv,0 inv,7,12,"$29,412",0,29412,0,29412,23070,0,6342,21.6%,sin categoria,,DISTRINACIONAL,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4981,NORAVER GARGANTA MENTA FORTE,7,0,0,0,0,14 inv,24 inv,0 inv,0 inv,0 inv,7,38,"$17,500",0,17500,0,17500,11049,0,6451,36.9%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4662,SUNTEA FRESA FLOR DE JAMAICAS,7,0,0,0,0,11 inv,0 inv,0 inv,0 inv,0 inv,7,11,"$11,765",0,11765,0,11765,6112,0,5653,48.1%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
688,HALLS  YERBABUENA,7,0,0,0,0,34 inv,7 inv,0 inv,0 inv,0 inv,7,41,"$11,765",0,11765,0,11765,7169,0,4596,39.1%,sin categoria,,DISAM,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4357,Aceitunas Verdes Deshuesadas  X 125 G,7,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,7,0,"$35,294",0,35294,0,35294,25859,0,9435,26.7%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
1069,ACONDICIONADOR SAVITAL ACEITE DE ARGAN Y SABILA,0,0,7,0,0,12 inv,17 inv,20 inv,0 inv,0 inv,7,49,"$17,647",0,17647,0,17647,4726,0,12921,73.2%,sin categoria,,SAN ISIDRO B,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4076,Habanero Badia - 033844003210,3,2,2,0,0,2 inv,2 inv,3 inv,0 inv,0 inv,7,7,"$55,882",0,55882,0,55882,37233,0,18649,33.4%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
506,GASTRUM PLUX MENTA,3,4,0,0,0,17 inv,28 inv,6 inv,0 inv,0 inv,7,51,"$14,706",0,14706,0,14706,9521,0,5184,35.3%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4649,HAPPY BIRTHDAY  PLATEADA,6,1,0,0,0,2 inv,3 inv,0 inv,0 inv,0 inv,7,5,"$45,500",0,45500,0,45500,31030,0,14470,31.8%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
576,RON VIEJO DE CALDAS TRADICIONAL 375 ML,7,0,0,0,0,0 inv,0 inv,0 inv,0 inv,0 inv,7,0,"$233,333",0,233333,0,233333,92833,0,140500,60.2%,sin categoria,,ALROVILLA,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
4905,GLOBOS FASHION BALLOONS R-12 X 12 SURTIDO,5,2,0,0,0,-3 inv,2 inv,0 inv,0 inv,0 inv,7,-1,"$45,500",0,45500,0,45500,24500,0,21000,46.2%,sin categoria,,,Ver Facturas   Inventario   Ver En Tienda  Editar Producto   Reporte Analitico
